sample_id,source_id,has_band_A_spectrum,has_band_B_spectrum,sampling_strategy,sampling_depth_cm,geo_zone_macro,geo_zone_micro,geo_zone_meso,land_cover_type,biome,parent_rock_type,property_particle_coarse,property_particle_fine,property_organic_content,property_acidity_index,cation_Ca,cation_Mg,cation_Na,cation_exchange_capacity,latitude,longitude,spectral_band_A_PC_1,spectral_band_A_PC_2,spectral_band_A_PC_3,spectral_band_A_PC_4,spectral_band_A_PC_5,spectral_band_A_PC_6,spectral_band_A_PC_7,spectral_band_A_PC_8,spectral_band_A_PC_9,spectral_band_A_PC_10,spectral_band_A_PC_11,spectral_band_A_PC_12,spectral_band_A_PC_13,spectral_band_A_PC_14,spectral_band_A_PC_15,spectral_band_B_PC_1,spectral_band_B_PC_2,spectral_band_B_PC_3,spectral_band_B_PC_4,spectral_band_B_PC_5,spectral_band_B_PC_6,spectral_band_B_PC_7,spectral_band_B_PC_8,spectral_band_B_PC_9,spectral_band_B_PC_10,spectral_band_B_PC_11,spectral_band_B_PC_12,spectral_band_B_PC_13,spectral_band_B_PC_14,spectral_band_B_PC_15
train_02515,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2199.113,628.318,32.360600000000005,14.451313999999998,69.11498,31.4159,,203.575032,-27.132778,-51.466944,-0.6829358994860646,1.0213662206400274,-0.11718805590904328,-0.055455834747445934,0.07780855196230325,0.0038388117941984654,0.10521612148947705,0.046296459871415604,-0.019453694334316936,-0.039670648802325244,-0.012200322739013211,-0.03114434823179461,-0.009754957316980856,-0.009081991045256076,0.003765172124164418,,,,,,,,,,,,,,,
train_02516,Source_04,YES,NO,Auger,0-20,S,Loc_001,State_06,Unknown,Unknown,Unknown,,,31.7295683,,,,,,,,-7.105450138905189,0.10659826537400233,-0.028802042315004498,0.022806450274985825,-0.016115327025083843,0.01086030726108914,-0.029861044298633538,0.04685496883271297,-0.02340526424127449,-0.025346101917304378,0.017836905959441304,0.013885712731629257,-0.008382499236423207,3.234471694650872e-05,-0.018392153283249623,,,,,,,,,,,,,,,
train_02517,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_02,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,628.318,2073.4494,37.214690000000004,14.765473,59.69021,28.27431,,225.252003,,,-8.849255398936261,-0.38362415602872324,0.07701302521016673,0.005528161859187734,-0.15436731555655953,0.09272554330987555,0.01097109441597325,0.07524350479592319,0.1420176623728314,0.1612018591770598,0.010615469899059827,0.021107989727196467,0.07872805241935471,-0.06632046416860744,0.029603086359400486,,,,,,,,,,,,,,,
train_02518,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2513.272,546.63666,49.188112,,417.517311,58.747733,,518.36235,,,-3.328642196043447,0.6673403053857033,-0.591356702496316,0.1389944918526542,-0.2981371554775899,-0.0824467174367141,-0.036412006303551646,0.02553933758764956,-0.04179606965219632,-0.019031292792828114,-0.038055810400557305,-0.009058258282087069,-0.004358939287763107,-0.015721423179791943,-0.0052993923301360634,,,,,,,,,,,,,,,
train_02519,Source_07,YES,NO,Auger,0-20,S,Loc_005,State_08,Seasonal Deciduous Forest,Mata Atlantica,Igneous Rock,502.6544,1602.2109,67.77927670000001,,,,,,,,-6.822704596277059,-0.09620836293272426,0.004255600083076989,-0.06335209960360026,-0.1297660830145847,-0.0022292615086047475,0.0012231447526807023,0.009026183774746233,-0.028344769184924522,-0.006381487518950326,-0.0017497757777054537,0.015052188457864121,-0.0024113659097010167,0.005438446759662886,-0.011412377947481855,,,,,,,,,,,,,,,
train_02520,Source_02,YES,NO,Auger,0-20,MW,Unknown,State_04,Savannah,Cerrado,Igneous Rock,565.4861999999999,2042.0335,53.39499,,94.2477,56.54862,,301.278481,,,-1.3796509011968083,0.49841740507225896,-0.7625766385337982,0.04874318131535672,0.1791424118572373,-0.02206636900870709,-0.07813071518226206,0.045187228114697386,0.0628409466096098,-0.016712632854049895,-0.06375909898832569,0.013831874767637442,-0.039478006745561366,0.02936950880257343,-0.0008653614733784171,,,,,,,,,,,,,,,
train_02521,Source_13,YES,NO,Auger,0-20,SE,Loc_004,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,630.7100735418669,877.093654951507,18.2028375,,10.995565,14.765473,,121.265374,,,8.948044919733864,-0.9683445263081616,0.8970829747081388,-0.02514991461019923,-0.0769346454285689,-0.14022982651380655,-0.15237562970573545,-0.0424642184134284,-0.17246969470020285,-0.0594606121028363,-0.02327773354809892,0.06659920433557462,0.0021705489089085136,0.0005144854889695563,-0.024632546877858468,,,,,,,,,,,,,,,
train_02522,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_04,Unknown,Unknown,Unknown,2664.06832,405.26511,19.092754000000003,,46.181372999999994,9.110610999999999,,111.526445,-29.64142626,-53.78397111,-1.0177722836280128,0.32062550458452715,0.4836120757074086,-0.209839744100125,0.14327466510847786,0.06328977637183389,-0.04657061248123888,-0.1449658964336203,0.01333641059546687,0.037398378918280795,0.056491838368013664,-0.04191847569193207,-0.008379265209946496,0.02251455190682777,0.0003832869149501482,,,,,,,,,,,,,,,
train_02523,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Savannah,Cerrado,Igneous Rock,1674.46747,1266.06077,32.360600000000005,,121.265374,16.336268,,207.973258,,,-6.942607829060034,-0.27918896237354424,0.23707946114573042,-0.05561672624631574,-0.02152311415087473,0.017927349709912225,-0.04430721502953071,-0.0014382392251464946,0.0071021094690158736,0.00024495715935534713,0.023671205699578885,0.027292893421735097,0.006162123668840361,-0.007331515080055061,0.0004814600538432927,,,,,,,,,,,,,,,
train_02524,Source_06,YES,NO,Auger,0-20,SE,Loc_002,State_05,Seasonal Semideciduous Forest,Mata Atlantica,Metamorphic Rock,1507.9632,1350.8836999999999,72.48774399999999,,40.212352,20.420334999999998,,60.632687,,,2.095035313462723,-2.052229437907375,-1.0958178544032788,0.02007016728467115,-0.3978551548153649,0.25251185979138563,-0.3035288664173588,-0.05871262116677395,0.13854321090903138,-0.026222224829207597,0.05738430311089768,-0.08873890098533628,-0.07236149620813101,0.01736636412196696,0.06919810009740668,,,,,,,,,,,,,,,
train_02525,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2638.9356,411.54829,24.27045,,34.55749,21.99113,,88.906997,,,2.535189819136756,0.2030292220839407,-0.18492963519038427,-0.10112946781031987,0.14542488271656653,-0.008493364343807604,0.18355157881769468,-0.01209692579517868,-0.07553634354863902,0.08289741784186624,-0.009090537060827849,-0.02019839854655628,-0.0367273671107154,0.049418026682248886,0.08079153074876455,,,,,,,,,,,,,,,
train_02526,Source_21,YES,NO,Auger,0-20,NE,Loc_013,State_14,Unknown,Unknown,Unknown,,,27.506510000000002,,521.189781,18.849539999999998,11.938042,63.45383482,-21.225833,-43.773889,4.598254570478957,0.5140329434547155,-0.9567408719614816,-0.21580328360029435,-0.0923385085120733,-0.49835840671755194,-0.05255680113019948,-0.1595555156066698,0.1763708252294466,0.10117857492236611,0.0033512360601957495,0.09490095241375016,0.0062819452158884535,0.029428758619570786,-0.011143803820797247,,,,,,,,,,,,,,,
train_02527,Source_19,YES,YES,Auger,0-20,MW,Unknown,State_04,Unknown,Unknown,Unknown,1551.4428056,1213.5333851999999,118.03528850000001,,26.546435499999998,21.3313961,,208.25600110000002,,,0.9547129586373067,-0.5787379072223432,-0.41002279800249103,-0.3123845726740347,-0.09034708556136149,0.019622171782355535,-0.15430097879376412,-0.00844583423126739,-0.025892423666653758,0.04432256403079848,-0.0723627016751946,0.04244587812928655,-0.002021357607834812,0.010431474321136487,0.003182896939195859,-0.09936161108528874,-0.033937892137221086,-0.07083475396219366,0.11051422893113509,-0.003853714287272244,0.004619102327272791,0.010180685519850744,-0.005338984450656241,0.004295274860857811,-0.017658317203655696,0.009342743407089897,0.00259736939494549,-0.001334422773958015,-0.0018927541267216485,0.0012426019295008195
train_02528,Source_07,YES,NO,Auger,0-20,S,Loc_005,State_08,Seasonal Deciduous Forest,Mata Atlantica,Igneous Rock,534.0703,1507.9632,64.4299546,,,,,,,,-6.274432458041506,-0.25229660436942397,0.07132681603958088,-0.13486359751525795,-0.02764686602503448,-0.0052962854398475485,-0.001697765207597176,0.012772995236156047,-0.022151909706766358,-0.0053507517889090795,-0.023390801307801145,0.029780985783536048,-0.010001700068134629,0.00954665826809887,-0.010882082037659693,,,,,,,,,,,,,,,
train_02529,Source_10,YES,NO,Auger,0-20,MW,Loc_012,State_10,Areas of Ecological Tension,Cerrado,Sedimentary Rock,2403.31635,245.04402,16.180300000000003,16.964586,28.27431,3.14159,0.314159,81.053022,,,8.327479447005205,1.2558716103674674,-0.5692586082256598,-0.005245155101040437,0.3393098412060478,0.10291395061921195,-0.04743923930050054,0.0029791752381910903,-0.028249264287076664,0.006299592988980513,0.01786680578522903,0.04263040752712147,-0.03178681368507612,0.012475591526744255,-0.010881870676224842,,,,,,,,,,,,,,,
train_02530,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Igneous Rock,2814.86464,235.61925,22.328814,,94.2477,18.849539999999998,,160.849408,,,-0.03023612157177549,0.5377548985736661,0.4493720400118493,0.39678122619929357,-0.04031280836019075,0.07277741584350025,-0.06265560704240594,0.1738503401560602,0.10980957121899516,0.0030005679379612577,0.008428853669004501,-0.0259563638606729,-0.009218359717419692,-0.011744015386021683,0.0017493127907096534,,,,,,,,,,,,,,,
train_02531,Source_06,YES,NO,Auger,0-20,SE,Loc_002,State_05,Savannah,Cerrado,Igneous Rock,565.4861999999999,1822.1222,55.822035,,10.367246999999999,5.654862,,16.022108999999997,,,-9.030367475334842,-0.5327830423870809,0.29183055685736636,-0.0005697106527763011,-0.07431681692365837,-0.01203329221639939,-0.060894699293799016,-0.04254524825190601,-0.035730030084782836,0.012346844771241485,0.03707381401811872,0.01799931715391731,-0.013795896736575858,0.005054591583582949,-0.005041522786893227,,,,,,,,,,,,,,,
train_02532,Source_09,YES,NO,Auger,0-20,SE,Unknown,State_01,Unknown,Unknown,Unknown,1979.2016999999998,1105.83968,30.74257,,251.3272,62.8318,,360.968691,,,3.7158357225924687,-0.4830960079957955,0.43270390235693723,-0.049535191003747675,-0.10484614350957908,-0.3002034786878206,-0.046975869657610254,0.05945524206897781,0.134743076859579,-0.027347528781355858,-0.05976995568304126,-0.009044722924523272,-0.03262012508230314,0.04138134226653064,-0.0783903329933643,,,,,,,,,,,,,,,
train_02533,Source_02,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Sedimentary Rock,2104.8653,995.8840299999999,19.41636,,12.56636,3.14159,,85.137089,,,-3.8543388179344706,-0.016948138673655768,0.04502536493797734,-0.03620490006651159,0.3562023827412936,-0.06059541845950903,0.18816971529779844,0.053206682330593155,0.06472335072145628,-0.026830006155188817,-0.06491699778391974,0.03803383679674673,0.004523881834360754,0.06198698233823718,0.014404385282798976,,,,,,,,,,,,,,,
train_02534,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_04,Savannah,Cerrado,Sedimentary Rock,2660.9267299999997,439.82259999999997,24.27045,,45.238896,21.362811999999998,,106.81406,,,2.6484145376920156,1.0617189196253072,-0.9839687677598503,0.3621850630966435,0.09723534863004331,0.1132368672894784,-0.3723662652351333,-0.3382104626621562,0.08095484741692267,-0.07102798795783366,0.048459415305004236,-0.06752023493031431,0.024001733998728368,0.014875458940980048,-0.03146773083290321,,,,,,,,,,,,,,,
train_02535,Source_07,YES,NO,Auger,0-20,S,Loc_005,State_08,Seasonal Deciduous Forest,Mata Atlantica,Igneous Rock,314.159,1602.2109,80.9015,,,,,,-27.071944,-53.247778,-8.022926092938349,-0.18552651055906458,-0.012934027781127655,0.03947308848582414,-0.10595125820032006,0.003201997327686392,-0.01608334663086286,-0.0029092193313044004,-0.048479492922057554,-0.010143525408417156,0.01073966391050164,0.02197945615946326,-0.00937267682153259,-0.008424940425164536,-0.0036181259353601745,,,,,,,,,,,,,,,
train_02536,Source_10,YES,NO,Auger,0-20,MW,Loc_011,State_10,Savannah,Cerrado,Igneous Rock,,,46.92287,15.079631999999998,,,,,,,-1.5449534021119504,0.5683797968316364,-0.618257855249871,0.09364963781875142,0.18030694573813938,0.15789735434740199,-0.18353740314895692,-0.19589645500310254,0.08075290110291433,-0.04799277925276141,-0.0024384598260818575,-0.02174923542515272,0.019274179668175115,0.004572751750660654,-0.02124513497660309,,,,,,,,,,,,,,,
train_02537,Source_02,YES,NO,Auger,0-20,MW,Unknown,State_04,Savannah,Cerrado,Igneous Rock,596.9021,2167.6971,63.103170000000006,,147.65473,40.840669999999996,,421.60137799999995,,,-2.7488321018326056,0.6597762298226023,-0.43917968532397955,0.09303872909547448,0.1376483688731365,-0.01354372263666929,-0.034789259880941656,-0.028859686238990958,0.07690118579651951,-0.04864076348637488,-0.04871170559231786,-0.03853199012648274,-0.0015724086806813687,0.019784945788510293,-0.029624322344721395,,,,,,,,,,,,,,,
train_02538,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Savannah,Cerrado,Igneous Rock,2431.59066,543.4950699999999,20.872587000000003,,46.809691,18.221221999999997,,151.42463800000002,,,-3.9496099465272914,0.013713471415332912,0.26711683143211734,-0.004017978684521777,-0.06345039053487847,0.049783337664100875,0.008164838325570634,-0.00445858435448317,-0.015905284664404485,-0.018166323490658352,-0.015591660452380326,-0.03712278623087826,0.0024061926124556393,-0.010219596148112046,-0.003999939764528296,,,,,,,,,,,,,,,
train_02539,Source_16,YES,NO,Unknown,0-20,NE,Loc_025,State_12,Unknown,Unknown,Unknown,2777.16556,113.09724,63.7665623,,7.853975,5.969021,0.5654861999999999,15.111047899999999,,,6.389497220951938,1.2900155742564174,0.16073713570879006,0.3117916751622602,-0.09294726416753513,-0.1331510603554491,-0.06263972095050309,-0.09832879237852568,-0.020044868283906295,-0.011395598275332411,0.015426132684426582,-0.01856018916181705,0.0048527157972659074,-0.026261304101470356,-0.04598272463665426,,,,,,,,,,,,,,,
train_02540,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_04,Savannah,Cerrado,Sedimentary Rock,2667.20991,376.9908,16.180300000000003,,13.194678,8.796451999999999,,59.061892,,,1.3592822506578999,0.48599112283418344,-0.04265939342173737,-0.09195313954701577,0.05980460074788854,0.1399340133356536,-0.029522077980895782,-0.005391297540208792,-0.011880305664361886,-0.0470734929319761,-0.04776466771400897,-0.05497742482202425,-0.010926573239629683,-0.0037836999437880045,-0.017566246000060005,,,,,,,,,,,,,,,
train_02541,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2638.9356,439.82259999999997,5.393433333333333,12.880518999999998,37.699079999999995,3.14159,,82.93797599999999,-26.782778,-49.363889,1.4744936825614043,0.8114029322953964,0.44076917821546924,-0.13599643136797637,0.15819086399488055,-0.030893780791255227,0.007393203118477801,0.020035866077567518,-0.00053949272098026,0.015540026930453114,0.04866347517483646,-0.013731216322845841,0.004746080116446884,0.014340688867730702,-0.004215722490145973,,,,,,,,,,,,,,,
train_02542,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,1099.5565,1542.5206899999998,25.88848,,75.39815999999999,31.4159,,198.86264699999998,,,-3.911312319341707,0.2791349908758999,0.22597547049428196,0.022220843103783465,0.23655385905670853,-0.06637449407314186,-0.007558967513329812,-0.05704974302122994,0.07720140634623193,-0.0029777399092151824,0.03172470071083646,-0.02665585774799113,0.0033530773173786597,0.030153908783168672,0.0036520937210135066,,,,,,,,,,,,,,,
train_02543,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_04,Savannah,Cerrado,Sedimentary Rock,2927.96188,191.63699,24.80979333333333,,7.539815999999999,3.14159,,41.154829,-13.84371869,-56.02456966,6.440273948632558,1.0079814685103148,-0.3611896133167629,-0.06716680148342563,0.13559814932876896,0.1789412130051771,-0.08271611099197677,0.024292765740955933,-0.1155343279174218,-0.0033325529083638008,0.004540103067663922,0.01035692206982412,0.005801591954433577,-0.0030059731049380386,-0.032478651963715306,,,,,,,,,,,,,,,
train_02544,Source_06,YES,NO,Auger,0-20,SE,Loc_002,State_05,Savannah,Cerrado,Igneous Rock,596.9021,1696.4586,50.158930000000005,,172.78745,34.55749,,207.34493999999998,,,3.0736811245524036,-0.18570622103916481,-0.6855723094439923,-0.17661625672551784,0.2848353487913313,-0.13643838085452953,0.21067036698009609,0.041594384689727384,0.16529937932740485,-0.024890748720485037,-0.03445122074399572,0.0935413643770365,-0.04624649607500795,-0.018978689290534832,0.00017675043033094353,,,,,,,,,,,,,,,
train_02545,Source_02,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Sedimentary Rock,2042.0335,841.94612,27.506510000000002,,34.55749,28.27431,,121.89369199999999,,,-4.802770268591919,0.1866012323894761,0.08015409303517576,0.12497297135590786,0.16627784433219242,-0.046167690938373515,0.12662641039156008,-0.017955584834573966,0.04194785433029282,-0.005458784992783403,-0.034192075936629075,0.008069902835291416,0.0026272618455595335,0.024235366676248437,0.024703017412607754,,,,,,,,,,,,,,,
train_02546,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2686.0594499999997,267.03515,9.060967999999999,,11.938042,5.654862,,63.145959000000005,,,4.039020637055683,0.25520759775078544,0.6572966336767175,-0.3327755937673889,0.24824711224667595,0.033376506855125526,0.12358266845912307,-0.008270196215834772,0.06079528355072625,0.07030035271361008,-0.019862811654509396,-0.029442958099795302,-0.01276420731087467,-0.033679117123781,-0.023526065205358798,,,,,,,,,,,,,,,
train_02547,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Savannah,Cerrado,Igneous Rock,2038.8919099999998,879.6451999999999,37.700099,,95.504336,60.004369000000004,,203.575032,,,-5.703386781334924,0.049782431699000866,0.1079277482032014,0.08195846622336804,0.025866065131899076,0.04466370250150225,0.015928836514529445,-0.010451795425979425,0.010479923165035392,-0.018937658907059642,0.011689096619585487,-0.007926938398397644,0.004800129818956669,-0.01452531292987328,-0.0027373112377370584,,,,,,,,,,,,,,,
train_02548,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Igneous Rock,2258.80321,746.127625,32.036994,,78.53975,41.783147,,193.521944,,,-4.374473321894749,0.24286011626207268,0.33506490490163177,0.018718625320535903,0.14614950292540455,-0.08979417133484005,0.0032218145746850764,-0.031539708047340596,-0.021772060867006168,0.041117086284503446,-0.0049031000866714795,-0.07910095996385226,-0.03867483344765251,-0.01640346353273596,-0.006720552250038285,,,,,,,,,,,,,,,
train_02549,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_04,Unknown,Unknown,Unknown,2711.19217,329.86695,16.180300000000003,,15.70795,9.424769999999999,,63.145959000000005,,,8.066524685409616,0.5811563580503857,-0.42015356719309566,0.0721129432501166,0.19762963876955783,0.3025917334694023,-0.15957183972428984,-0.1386555916240311,0.06781694316729911,0.07793026355230523,-0.038718812310417135,-0.06272610119300685,0.03151365900181356,0.0029555765696246995,-0.03384775327460438,,,,,,,,,,,,,,,
train_02550,Source_05,YES,YES,Profile,0-20,SE,Unknown,State_05,Savannah,Cerrado,Igneous Rock,157.0795,2387.6084,17.79833,,3.14159,3.14159,,92.67690499999999,,,8.75109903406774,-3.0044457263433593,-0.1966148893270064,-0.5361615853486038,0.3959501238964638,-0.4040538139381549,-0.34496852879904616,0.31083287161048745,0.09699304906900066,0.029215273569138358,0.015559053678832396,0.028316719692973766,0.005131020233074284,-0.007711155203371171,-0.059177246264286804,0.03127526105084292,0.09028430218701101,-0.08337214003924147,0.06950324549563514,-0.06033170432952775,-0.00034241501613475753,-0.020676388833818532,-0.037184981196776386,-0.01344184095050733,0.009976444220918465,0.009234426857276283,0.002594134752221621,-0.003906817818505979,0.0033434890055855492,0.0019522748606345499
train_02551,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2268.22798,446.10578,23.946844000000002,,37.384921,29.216787,,126.29191800000001,,,0.10461007174145817,0.3747630291028796,0.19847558681401456,-0.23848588279367508,-0.0708660017510619,-0.030465105588519743,0.10502429851091599,-0.03040938213141125,-0.036195718660273796,0.008150613717422955,-0.03139508096706413,-0.03399511502269683,0.0016921838935325896,0.00757922147979108,-0.0012330602376305325,,,,,,,,,,,,,,,
train_02552,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Igneous Rock,2528.97995,549.77825,24.917662000000004,,25.13272,15.70795,,122.52201,,,-4.701621134792167,0.3440228032240968,0.02017534195807441,0.006646978087391185,-0.005278629640865961,0.060606630593474604,0.024918686419808045,0.0565866535579577,-0.0060967321998307835,-0.00854613964352817,0.013196655403628674,0.00458981384662277,-0.00011458984683453224,-0.008728902222094449,-0.0014861337034041283,,,,,,,,,,,,,,,
train_02553,Source_07,YES,NO,Auger,0-20,S,Loc_003,State_08,Seasonal Deciduous Forest,Mata Atlantica,Sedimentary Rock,1671.3258799999999,380.13239,37.5706566,,348.71648999999996,220.85377699999998,,74.2043558,,,-3.041133370723282,-0.5592771034181144,0.0783186613121379,-0.20442337446615683,-0.346342709476548,0.0315974960789675,0.10867824799824445,-0.03645500190923001,-0.06573213182431345,-0.026029004316898068,-0.10411608092713807,-0.019068337558191782,0.007186139849168448,-0.010229358294596251,-0.004694207547339794,,,,,,,,,,,,,,,
train_02554,Source_01,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2560.39585,301.59263999999996,18.607345000000002,,39.584033999999996,35.185807999999994,,131.31846199999998,-20.753889,-42.881944,-1.3799587139411864,0.7448214115002212,0.2023039484875451,-0.10905003136355526,0.06217216164907474,-0.034269801124295875,0.04539612565792181,0.010416570262192783,-0.010498053366532504,-0.03364814383950636,-0.009306564526510953,-0.01883995539225125,-0.015377037299249245,-0.010539319048753881,0.0013275575261701335,,,,,,,,,,,,,,,
train_02555,Source_26,YES,NO,Profile,0-20,NE,Loc_017,State_17,Dense Ombrophylous Forest,Amazonia,Sedimentary Rock,2635.79401,471.2385,27.182904000000004,,,,,,,,7.824241420161561,-0.028084627826885852,0.2880925828270283,-0.07286527247018407,-0.30589037057110424,0.09392656241730536,0.013858099227491885,-0.021726855661838462,-0.1028504717249316,-0.022165944711716835,-0.023329060699104353,0.015616983544812156,0.0033998791103751736,-0.010203206388684872,0.003524486814454965,,,,,,,,,,,,,,,
train_02556,Source_21,YES,NO,Auger,0-20,NE,Loc_013,State_14,Unknown,Unknown,Unknown,,,16.180300000000003,,73.827365,38.955716,119.38042,378.27885189999995,,,10.619215332782643,1.1135700321572255,0.5247023888043135,0.5005467667173257,-0.3129067276196037,0.1001284295369974,-0.024798852036330466,0.0043259961688103645,0.021978555180013817,0.014438423041972787,0.016295090694425408,0.013185675114056949,-0.03440070919699199,-0.014406236208534106,0.0254158452336623,,,,,,,,,,,,,,,
train_02557,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Dense Ombrophylous Forest,Mata Atlantica,Igneous Rock,2230.5289,775.97273,16.180300000000003,15.70795,43.98226,18.849539999999998,,133.517575,,,-5.2004428038493575,-0.18030034025472405,0.08414161291868409,0.12109496260337292,0.05653352103259797,0.03792676171852644,-0.08652195045124243,-0.09616911471309343,-0.0016958318464248001,-0.01970430582500039,-0.004007513800429606,-0.04846418822138435,0.008667497526138213,-0.0035953560289176422,-0.0026370931407318204,,,,,,,,,,,,,,,
train_02558,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Sedimentary Rock,2701.7673999999997,395.84033999999997,22.65242,,47.12385,18.849539999999998,,136.973324,,,3.022457399835397,0.17076658382419618,0.5242725674071903,-0.24325976273580785,-0.07559475684892171,0.027393656297823518,0.07979248023676411,-0.05060676236362375,-0.01568530792159067,0.047342283319935376,-0.004071807982218089,-0.006003366397657747,-0.005289275394235641,0.00590050777893897,0.01989114136612517,,,,,,,,,,,,,,,
train_02559,Source_09,YES,NO,Auger,0-20,SE,Unknown,State_01,Unknown,Unknown,Unknown,1134.11399,879.6451999999999,17.79833,,257.61037999999996,87.96452,,424.11465,,,5.5247897153923935,-0.26622777879353354,1.057615665742741,0.21243908067295866,-0.15676249805245904,-0.2593494912885133,-0.055057926412256666,-0.09393457882786015,0.04379642859488747,-0.024095841537478853,-0.07583873461356816,0.0032013739581809525,0.0040782158593749805,-0.005198975541329655,-0.03762240495225674,,,,,,,,,,,,,,,
train_02560,Source_05,YES,YES,Profile,0-20,SE,Unknown,State_01,Savannah,Cerrado,Sedimentary Rock,1130.9723999999999,1121.54763,37.214690000000004,,91.10611,21.99113,,193.207785,-26.675833,-53.313889,-6.6740355286142465,-0.37784151960565404,0.4437714886851077,-0.1347065904362205,-0.0032823880401294165,0.014750995482329976,-0.10681140672278297,-0.031898489131832776,0.007058930157468852,0.009807798314922862,0.06033090214450774,0.015649946986960372,-0.009517864729814423,0.02252077678985481,-0.011322841777066566,-0.14793916624620845,0.07891571413128959,0.03628292838483624,0.02170404643345752,0.024717245481417134,0.06639306532988694,0.016842759021163042,-0.019001421956556148,0.017460791156505118,-0.001017862323641699,-0.0014654484834829874,0.005119313137518213,-0.002172278381374924,0.003041601263649917,-0.005293923067867791
train_02561,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Savannah,Cerrado,Igneous Rock,2101.7237099999998,885.92838,71.19332,,62.8318,37.699079999999995,,223.995367,,,-7.081974011302725,-0.18371824028372874,0.23760281125888716,-0.026348395245613693,-0.07694665247321468,-0.02392233681103248,-0.0689369524219917,0.016374074454408256,-0.029974379915915447,0.006457065920935537,0.032944893401590354,0.010547732679726552,-0.006008206166589578,0.0033679584552914073,-0.0009578440533814703,,,,,,,,,,,,,,,
train_02562,Source_01,YES,NO,Auger,0-20,MW,Unknown,State_02,Areas of Ecological Tension,Cerrado,Igneous Rock,2642.705508,470.610182,20.387178,,39.269875,19.477858,,117.18130699999999,-26.533889,-53.330833,2.085764883589655,1.581382213306827,0.0815790603282622,0.0039711165590296535,0.17555823442822874,0.053466057776787014,0.05490453599064331,0.09781214270219939,0.04662684192389478,-0.024628716885165845,-0.0006439482567888468,-0.010783088331137685,-0.02621690921824206,-0.017647842642372236,0.02722282665114656,,,,,,,,,,,,,,,
train_02563,Source_02,YES,NO,Auger,0-20,SE,Unknown,State_01,Seasonal Semideciduous Forest,Mata Atlantica,Igneous Rock,471.2385,948.76018,17.79833,,188.4954,84.82293,,513.335806,,,-1.8194698504837261,-0.04235700071926532,0.5088030578450822,0.1813796135932278,-0.17828740291232495,-0.059178966900201184,0.07517769181185943,-0.02101585963786842,0.07010900975694069,-0.023488041503413774,-0.06328395185968956,0.005347473424095736,0.03656138727499621,0.011309565050786391,-0.0006170924503212523,,,,,,,,,,,,,,,
train_02564,Source_29,YES,NO,Profile,0-20,N,Loc_063,State_09,Unknown,Unknown,Unknown,2978.22732,62.8318,27.615888828,,,,0.314159,,,,5.241962228788058,1.825156101411481,0.26534670764085727,0.4971374609517184,-0.48567853677219897,0.178634422456833,-0.23597464104075352,0.12630845270379668,-0.005187657865323576,0.09562971421238949,0.12376092339980133,0.004218649245062092,0.04381874633041543,0.026560297977668814,0.004962045008094891,,,,,,,,,,,,,,,
